original_map	hero_kill_map	map_file	hero_kill_file	zircon_map_info	zircon_map_file	relation	size	entrances_exits	city_town_safe_zone_landmarks	hero_kill_walkable	zircon_walkable	coordinate_transform	coordinate_reuse	confidence	evidence
D002	D002	/home/tetsuya/mir2ei/Map/D002.map	/home/tetsuya/mir2ei/Map/D002.map	"{""index"": 13, ""file"": ""D002"", ""description"": ""Desert""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D002.map	exact	"{""hero_kill"": {""width"": 400, ""height"": 400}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 20, ""region_landmark_samples"": [""D002 / West Desert Area"", ""D002 / Teleport Source"", ""D002 / Teleport Destination"", ""D002 / Teleport Source"", ""D002 / Teleport Destination"", ""D002 / Teleport Destination"", ""D002 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D002_001"", ""DM001"", ""DM002""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D002 / West Desert Area"", ""D002 / Teleport Source"", ""D002 / Teleport Destination"", ""D002 / Teleport Source"", ""D002 / Teleport Destination"", ""D002 / Teleport Destination"", ""D002 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 28150, ""total_cells"": 160000, ""walkable_ratio"": 0.175937}"	"{""status"": ""pass"", ""walkable_cells"": 28150, ""total_cells"": 160000, ""walkable_ratio"": 0.175937}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""78448a57e6fbe3f17e5d6957672abdb7d488d67758c3b5de8d66961a8b8e359d"", ""zircon_sha256"": ""78448a57e6fbe3f17e5d6957672abdb7d488d67758c3b5de8d66961a8b8e359d""}"
D003	D003	/home/tetsuya/mir2ei/Map/D003.map	/home/tetsuya/mir2ei/Map/D003.map	"{""index"": 14, ""file"": ""D003"", ""description"": ""Lost Paradise Forest""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D003.map	exact	"{""hero_kill"": {""width"": 400, ""height"": 400}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 12, ""region_landmark_samples"": [""D003 / Monkey Spawn"", ""D003 / Crazed Spawn"", ""D003 / Teleport Source"", ""D003 / Teleport Destination"", ""D003 / Teleport Source"", ""D003 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""E001"", ""E402""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D003 / Monkey Spawn"", ""D003 / Crazed Spawn"", ""D003 / Teleport Source"", ""D003 / Teleport Destination"", ""D003 / Teleport Source"", ""D003 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 51391, ""total_cells"": 160000, ""walkable_ratio"": 0.321194}"	"{""status"": ""pass"", ""walkable_cells"": 51391, ""total_cells"": 160000, ""walkable_ratio"": 0.321194}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""c2bfd5d4e7b8d8c368ed7ecf08b1607dfae2ebb3d9077be150b1aac7691421a6"", ""zircon_sha256"": ""c2bfd5d4e7b8d8c368ed7ecf08b1607dfae2ebb3d9077be150b1aac7691421a6""}"
D1001	D1001	/home/tetsuya/mir2ei/Map/D1001.map	/home/tetsuya/mir2ei/Map/D1001.map	"{""index"": 16, ""file"": ""D1001"", ""description"": ""Banya Temple Lv 1""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1001.map	exact	"{""hero_kill"": {""width"": 400, ""height"": 400}, ""zircon"": {""width"": 400, ""height"": 400}}"	"{""region_count"": 10, ""region_landmark_samples"": [""D1001 / Respawn Area 1"", ""D1001 / Respawn Area 2"", ""D1001 / Respawn Area 3""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1001 / Respawn Area 1"", ""D1001 / Respawn Area 2"", ""D1001 / Respawn Area 3""]"	"{""status"": ""pass"", ""walkable_cells"": 33105, ""total_cells"": 160000, ""walkable_ratio"": 0.206906}"	"{""status"": ""pass"", ""walkable_cells"": 33105, ""total_cells"": 160000, ""walkable_ratio"": 0.206906}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""0ed224e96df3adf134f11913668b819fccc41d2200806207058d204e49b29b31"", ""zircon_sha256"": ""0ed224e96df3adf134f11913668b819fccc41d2200806207058d204e49b29b31""}"
D1002	D1002	/home/tetsuya/mir2ei/Map/D1002.map	/home/tetsuya/mir2ei/Map/D1002.map	"{""index"": 17, ""file"": ""D1002"", ""description"": ""Banya Temple Lv 2""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1002.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 11, ""region_landmark_samples"": [""D1002 / Respawn Area 1"", ""D1002 / Respawn Area 2"", ""D1002 / Respawn Area 3"", ""D1002 / Respawn Area 4""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1002 / Respawn Area 1"", ""D1002 / Respawn Area 2"", ""D1002 / Respawn Area 3"", ""D1002 / Respawn Area 4""]"	"{""status"": ""pass"", ""walkable_cells"": 16468, ""total_cells"": 90000, ""walkable_ratio"": 0.182978}"	"{""status"": ""pass"", ""walkable_cells"": 16468, ""total_cells"": 90000, ""walkable_ratio"": 0.182978}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""4c74121059d4e6f881c8c05ff1552c480b235e05c161880b5865e0e9fb4a8933"", ""zircon_sha256"": ""4c74121059d4e6f881c8c05ff1552c480b235e05c161880b5865e0e9fb4a8933""}"
D10031	D10031	/home/tetsuya/mir2ei/Map/D10031.map	/home/tetsuya/mir2ei/Map/D10031.map	"{""index"": 18, ""file"": ""D10031"", ""description"": ""Banya Temple Lv 3-W""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D10031.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D10031 / Respawn Area 3"", ""D10031 / Respawn Area 5"", ""D10031 / Respawn Area 6"", ""D10031 / Respawn Area 7""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D10031 / Respawn Area 3"", ""D10031 / Respawn Area 5"", ""D10031 / Respawn Area 6"", ""D10031 / Respawn Area 7""]"	"{""status"": ""pass"", ""walkable_cells"": 19557, ""total_cells"": 90000, ""walkable_ratio"": 0.2173}"	"{""status"": ""pass"", ""walkable_cells"": 19557, ""total_cells"": 90000, ""walkable_ratio"": 0.2173}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""5d70d99ddd82cf8ef71b71c764a75bebd6ba39980a7deeb402a33032a295f422"", ""zircon_sha256"": ""5d70d99ddd82cf8ef71b71c764a75bebd6ba39980a7deeb402a33032a295f422""}"
D10032	D10032	/home/tetsuya/mir2ei/Map/D10032.map	/home/tetsuya/mir2ei/Map/D10032.map	"{""index"": 19, ""file"": ""D10032"", ""description"": ""Banya Temple Lv 3-E""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D10032.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 5, ""region_landmark_samples"": [], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	[]	"{""status"": ""pass"", ""walkable_cells"": 16906, ""total_cells"": 90000, ""walkable_ratio"": 0.187844}"	"{""status"": ""pass"", ""walkable_cells"": 16906, ""total_cells"": 90000, ""walkable_ratio"": 0.187844}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""b2d24f76d711075e971b649fcec14b245974c95dccbf8859723100f138e5cc6c"", ""zircon_sha256"": ""b2d24f76d711075e971b649fcec14b245974c95dccbf8859723100f138e5cc6c""}"
D1004	D1004	/home/tetsuya/mir2ei/Map/D1004.map	/home/tetsuya/mir2ei/Map/D1004.map	"{""index"": 20, ""file"": ""D1004"", ""description"": ""Banya Temple Lv 4""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1004.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 11, ""region_landmark_samples"": [""D1004 / Respawn Area 1"", ""D1004 / Respawn Area 2"", ""D1004 / Teleport Source"", ""D1004 / Teleport Destination"", ""D1004 / Teleport Source"", ""D1004 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D10051"", ""D10052""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1004 / Respawn Area 1"", ""D1004 / Respawn Area 2"", ""D1004 / Teleport Source"", ""D1004 / Teleport Destination"", ""D1004 / Teleport Source"", ""D1004 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 17821, ""total_cells"": 90000, ""walkable_ratio"": 0.198011}"	"{""status"": ""pass"", ""walkable_cells"": 17821, ""total_cells"": 90000, ""walkable_ratio"": 0.198011}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""00687c3cc0ea885d8c096deebce3d48dbd8fbdf68e982d4f7588318b4f7e2fd0"", ""zircon_sha256"": ""00687c3cc0ea885d8c096deebce3d48dbd8fbdf68e982d4f7588318b4f7e2fd0""}"
D1011	D1011	/home/tetsuya/mir2ei/Map/D1011.map	/home/tetsuya/mir2ei/Map/D1011.map	"{""index"": 29, ""file"": ""D1011"", ""description"": ""Banya Temple Lv 10""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1011.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D1011 / Respawn Area 1"", ""D1011 / Respawn Area 2""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1011 / Respawn Area 1"", ""D1011 / Respawn Area 2""]"	"{""status"": ""pass"", ""walkable_cells"": 14512, ""total_cells"": 90000, ""walkable_ratio"": 0.161244}"	"{""status"": ""pass"", ""walkable_cells"": 14512, ""total_cells"": 90000, ""walkable_ratio"": 0.161244}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""a33ba56531aef2ea4a6f39b5f24b005e801de2bef9b25753da9309490101b31e"", ""zircon_sha256"": ""a33ba56531aef2ea4a6f39b5f24b005e801de2bef9b25753da9309490101b31e""}"
D1012	D1012	/home/tetsuya/mir2ei/Map/D1012.map	/home/tetsuya/mir2ei/Map/D1012.map	"{""index"": 30, ""file"": ""D1012"", ""description"": ""Banya Temple""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1012.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 8, ""region_landmark_samples"": [""D1012 / Boss Spawn"", ""D1012 / Teleport Source"", ""D1012 / Teleport Destination"", ""D1012 / Teleport Source"", ""D1012 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D10131"", ""D10132""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1012 / Boss Spawn"", ""D1012 / Teleport Source"", ""D1012 / Teleport Destination"", ""D1012 / Teleport Source"", ""D1012 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 14923, ""total_cells"": 90000, ""walkable_ratio"": 0.165811}"	"{""status"": ""pass"", ""walkable_cells"": 14923, ""total_cells"": 90000, ""walkable_ratio"": 0.165811}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""5a8c54c79eff43c1ffbd765c2618d8b74d8d4601932f2383dea528fcbba34d74"", ""zircon_sha256"": ""5a8c54c79eff43c1ffbd765c2618d8b74d8d4601932f2383dea528fcbba34d74""}"
D1101	D1101	/home/tetsuya/mir2ei/Map/D1101.map	/home/tetsuya/mir2ei/Map/D1101.map	"{""index"": 33, ""file"": ""D1101"", ""description"": ""Zuma Temple Lv 1""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1101.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 18, ""region_landmark_samples"": [""D1101 / Respawn Area 2"", ""D1101 / Banyo Captain Spawn"", ""D1101 / Banyo Soldier Spawn"", ""D1101 / Sama Ice Guardian Spawn"", ""D1101 / Ghost Mage Spawn"", ""D1101 / Flame Demon Spawn"", ""D1101 / Dust Devil Spawn"", ""D1101 / Teleport Destination"", ""D1101 / Teleport Source"", ""D1101 / Teleport Source"", ""D1101 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""02"", ""D1102""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1101 / Respawn Area 2"", ""D1101 / Banyo Captain Spawn"", ""D1101 / Banyo Soldier Spawn"", ""D1101 / Sama Ice Guardian Spawn"", ""D1101 / Ghost Mage Spawn"", ""D1101 / Flame Demon Spawn"", ""D1101 / Dust Devil Spawn"", ""D1101 / Teleport Destination"", ""D1101 / Teleport Source"", ""D1101 / Teleport Source"", ""D1101 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 14296, ""total_cells"": 90000, ""walkable_ratio"": 0.158844}"	"{""status"": ""pass"", ""walkable_cells"": 14296, ""total_cells"": 90000, ""walkable_ratio"": 0.158844}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""8f220fd55e718b42b81dbe56a961cf8c7d2d271cd41dde93d1050ac687b0eec6"", ""zircon_sha256"": ""8f220fd55e718b42b81dbe56a961cf8c7d2d271cd41dde93d1050ac687b0eec6""}"
D1102	D1102	/home/tetsuya/mir2ei/Map/D1102.map	/home/tetsuya/mir2ei/Map/D1102.map	"{""index"": 34, ""file"": ""D1102"", ""description"": ""Zuma Temple Lv 2""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1102.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 22, ""region_landmark_samples"": [""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Banyo Captain Spawn"", ""D1102 / Banyo Soldier Spawn"", ""D1102 / Ghost Mage Spawn"", ""D1102 / Sama Ice Guardian Spawn"", ""D1102 / Dust Devil Spawn"", ""D1102 / Flame Demon Spawn"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D1101"", ""D11031"", ""D11032""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Banyo Captain Spawn"", ""D1102 / Banyo Soldier Spawn"", ""D1102 / Ghost Mage Spawn"", ""D1102 / Sama Ice Guardian Spawn"", ""D1102 / Dust Devil Spawn"", ""D1102 / Flame Demon Spawn"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Destination"", ""D1102 / Teleport Source"", ""D1102 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 16147, ""total_cells"": 90000, ""walkable_ratio"": 0.179411}"	"{""status"": ""pass"", ""walkable_cells"": 16147, ""total_cells"": 90000, ""walkable_ratio"": 0.179411}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""7243b1ae2f48b40a8f1928ce4242ffe9aaa1b7a5d99c648deb38bfbeaa98c471"", ""zircon_sha256"": ""7243b1ae2f48b40a8f1928ce4242ffe9aaa1b7a5d99c648deb38bfbeaa98c471""}"
D1104	D1104	/home/tetsuya/mir2ei/Map/D1104.map	/home/tetsuya/mir2ei/Map/D1104.map	"{""index"": 36, ""file"": ""D1104"", ""description"": ""Zuma Temple Lv 4""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1104.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 5, ""region_landmark_samples"": [""D1104 / Teleport Destination"", ""D1104 / Teleport Source""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D11032""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1104 / Teleport Destination"", ""D1104 / Teleport Source""]"	"{""status"": ""pass"", ""walkable_cells"": 10271, ""total_cells"": 40000, ""walkable_ratio"": 0.256775}"	"{""status"": ""pass"", ""walkable_cells"": 10271, ""total_cells"": 40000, ""walkable_ratio"": 0.256775}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""3852e91348f206759bcd64c67f848175a05f9164b6ff2c4e9deee38c306da6cc"", ""zircon_sha256"": ""3852e91348f206759bcd64c67f848175a05f9164b6ff2c4e9deee38c306da6cc""}"
D1105	D1105	/home/tetsuya/mir2ei/Map/D1105.map	/home/tetsuya/mir2ei/Map/D1105.map	"{""index"": 37, ""file"": ""D1105"", ""description"": ""Zuma Temple Lv 5""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D1105.map	exact	"{""hero_kill"": {""width"": 300, ""height"": 300}, ""zircon"": {""width"": 300, ""height"": 300}}"	"{""region_count"": 11, ""region_landmark_samples"": [""D1105 / Respawn Area 1"", ""D1105 / Respawn Area 2"", ""D1105 / Respawn Area 3"", ""D1105 / Respawn Area 4"", ""D1105 / Respawn Area 5""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D1105 / Respawn Area 1"", ""D1105 / Respawn Area 2"", ""D1105 / Respawn Area 3"", ""D1105 / Respawn Area 4"", ""D1105 / Respawn Area 5""]"	"{""status"": ""pass"", ""walkable_cells"": 22403, ""total_cells"": 90000, ""walkable_ratio"": 0.248922}"	"{""status"": ""pass"", ""walkable_cells"": 22403, ""total_cells"": 90000, ""walkable_ratio"": 0.248922}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""137a0edef51bfdeceb90d43866a48723a05c18dc5de1170fc24e45c056f7b0ae"", ""zircon_sha256"": ""137a0edef51bfdeceb90d43866a48723a05c18dc5de1170fc24e45c056f7b0ae""}"
D12031	D12031	/home/tetsuya/mir2ei/Map/D12031.map	/home/tetsuya/mir2ei/Map/D12031.map	"{""index"": 52, ""file"": ""D12031"", ""description"": ""Jinchon Palace Lv 4-S""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D12031.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 7, ""region_landmark_samples"": [""D12031 / Teleport Destination"", ""D12031 / Teleport Source"", ""D12031 / Teleport Source"", ""D12031 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D1202"", ""D1204""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D12031 / Teleport Destination"", ""D12031 / Teleport Source"", ""D12031 / Teleport Source"", ""D12031 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 10862, ""total_cells"": 40000, ""walkable_ratio"": 0.27155}"	"{""status"": ""pass"", ""walkable_cells"": 10862, ""total_cells"": 40000, ""walkable_ratio"": 0.27155}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""77ad388f33283e61eb53670a31f018cb326cca34d9e1bb276db52122fb2998f7"", ""zircon_sha256"": ""77ad388f33283e61eb53670a31f018cb326cca34d9e1bb276db52122fb2998f7""}"
D12032	D12032	/home/tetsuya/mir2ei/Map/D12032.map	/home/tetsuya/mir2ei/Map/D12032.map	"{""index"": 53, ""file"": ""D12032"", ""description"": ""Jinchon Palace Lv 4-E""}"	/home/tetsuya/development/zircon/Debug/ServerCore/Map/D12032.map	exact	"{""hero_kill"": {""width"": 200, ""height"": 200}, ""zircon"": {""width"": 200, ""height"": 200}}"	"{""region_count"": 7, ""region_landmark_samples"": [""D12032 / Teleport Destination"", ""D12032 / Teleport Source"", ""D12032 / Teleport Source"", ""D12032 / Teleport Destination""], ""guard_count"": 0, ""guard_samples"": [], ""connected_maps"": [""D1202"", ""D1204""], ""coordinate_evidence"": ""MapRegion PointRegion centers; no Merchant coordinate snapshot available""}"	"[""D12032 / Teleport Destination"", ""D12032 / Teleport Source"", ""D12032 / Teleport Source"", ""D12032 / Teleport Destination""]"	"{""status"": ""pass"", ""walkable_cells"": 9123, ""total_cells"": 40000, ""walkable_ratio"": 0.228075}"	"{""status"": ""pass"", ""walkable_cells"": 9123, ""total_cells"": 40000, ""walkable_ratio"": 0.228075}"	identity logical-grid coordinates	allowed-after-point-check	high	"{""relation"": ""same local map bytes"", ""hero_kill_sha256"": ""ac165b8cf5b912d41f7946ba17e8360551b0ea0343de1685ca2e842fc1aa4ed4"", ""zircon_sha256"": ""ac165b8cf5b912d41f7946ba17e8360551b0ea0343de1685ca2e842fc1aa4ed4""}"
