hero_kill_monster_id	hero_kill_monster_name	hero_kill_attributes	mapped_zircon_monster_index	mapped_zircon_monster_name	mapping_method	confidence	display_name_note	status
280	诺玛将士8	"{""Appr"": 81, ""Race"": 19, ""Level"": 47, ""HP"": 4000, ""Exp"": 1900, ""ACMin"": 12, ""ACMax"": 12, ""MAC"": 19, ""DCMin"": 45, ""DCMax"": 70, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
281	诺玛将士9	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 5000, ""Exp"": 2600, ""ACMin"": 14, ""ACMax"": 14, ""MAC"": 22, ""DCMin"": 60, ""DCMax"": 88, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
282	诺玛教主	"{""Appr"": 226, ""Race"": 19, ""Level"": 99, ""HP"": 12000, ""Exp"": 12000, ""ACMin"": 48, ""ACMax"": 48, ""MAC"": 76, ""DCMin"": 235, ""DCMax"": 245, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
283	诺玛王	"{""Appr"": 226, ""Race"": 19, ""Level"": 92, ""HP"": 12000, ""Exp"": 15000, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 80, ""DCMin"": 230, ""DCMax"": 250, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
284	诺玛抛石兵	"{""Appr"": 126, ""Race"": 19, ""Level"": 60, ""HP"": 8000, ""Exp"": 2400, ""ACMin"": 26, ""ACMax"": 26, ""MAC"": 85, ""DCMin"": 108, ""DCMax"": 168, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
285	诺玛骑兵	"{""Appr"": 125, ""Race"": 19, ""Level"": 60, ""HP"": 8200, ""Exp"": 2500, ""ACMin"": 26, ""ACMax"": 26, ""MAC"": 78, ""DCMin"": 72, ""DCMax"": 216, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
286	诺玛司令	"{""Appr"": 127, ""Race"": 19, ""Level"": 60, ""HP"": 8500, ""Exp"": 2600, ""ACMin"": 32, ""ACMax"": 32, ""MAC"": 91, ""DCMin"": 140, ""DCMax"": 160, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
287	诺玛突击队长	"{""Appr"": 128, ""Race"": 19, ""Level"": 79, ""HP"": 10000, ""Exp"": 4200, ""ACMin"": 59, ""ACMax"": 59, ""MAC"": 104, ""DCMin"": 220, ""DCMax"": 250, ""DropTable"": 12}"			pending	pending	identity mapping is separate from display translation	pending-review
288	诺玛卫士	"{""Appr"": 11, ""Race"": 19, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 220, ""ACMax"": 220, ""MAC"": 220, ""DCMin"": 165, ""DCMax"": 165, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
289	诺玛巡逻队长	"{""Appr"": 81, ""Race"": 19, ""Level"": 80, ""HP"": 8000, ""Exp"": 3500, ""ACMin"": 33, ""ACMax"": 33, ""MAC"": 80, ""DCMin"": 150, ""DCMax"": 200, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
290	诺玛装甲兵	"{""Appr"": 81, ""Race"": 19, ""Level"": 60, ""HP"": 8800, ""Exp"": 2700, ""ACMin"": 42, ""ACMax"": 42, ""MAC"": 78, ""DCMin"": 100, ""DCMax"": 200, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
291	诺玛阻力军1	"{""Appr"": 81, ""Race"": 19, ""Level"": 40, ""HP"": 1, ""Exp"": 900, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 13, ""DCMin"": 33, ""DCMax"": 50, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
292	潘夜冰魔	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
293	潘夜冰魔0	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
294	潘夜风魔	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
295	潘夜风魔0	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
296	潘夜鬼将	"{""Appr"": 97, ""Race"": 19, ""Level"": 78, ""HP"": 4000, ""Exp"": 2000, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 40, ""DCMin"": 60, ""DCMax"": 99, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
297	潘夜火魔	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
298	潘夜火魔0	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
299	潘夜牛魔王	"{""Appr"": 215, ""Race"": 19, ""Level"": 94, ""HP"": 14000, ""Exp"": 10500, ""ACMin"": 56, ""ACMax"": 56, ""MAC"": 120, ""DCMin"": 243, ""DCMax"": 250, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
300	潘夜右护卫	"{""Appr"": 214, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
301	潘夜右护卫0	"{""Appr"": 214, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
302	潘夜右护卫95	"{""Appr"": 214, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 24, ""DCMin"": 62, ""DCMax"": 88, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
303	潘夜云魔0	"{""Appr"": 216, ""Race"": 19, ""Level"": 45, ""HP"": 2600, ""Exp"": 1200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 56, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
304	潘夜战士	"{""Appr"": 97, ""Race"": 19, ""Level"": 45, ""HP"": 2200, ""Exp"": 1100, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 53, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
305	潘夜战士0	"{""Appr"": 97, ""Race"": 19, ""Level"": 45, ""HP"": 2200, ""Exp"": 1100, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 37, ""DCMax"": 53, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
306	潘夜左护卫	"{""Appr"": 213, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
307	潘夜左护卫0	"{""Appr"": 213, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 11, ""DCMin"": 38, ""DCMax"": 55, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
308	潘夜左护卫94	"{""Appr"": 213, ""Race"": 19, ""Level"": 45, ""HP"": 2800, ""Exp"": 1400, ""ACMin"": 8, ""ACMax"": 8, ""MAC"": 24, ""DCMin"": 62, ""DCMax"": 88, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
309	千年毒蛇	"{""Appr"": 81, ""Race"": 19, ""Level"": 15, ""HP"": 80, ""Exp"": 80, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 6, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
310	千年毒蛇0	"{""Appr"": 81, ""Race"": 19, ""Level"": 15, ""HP"": 80, ""Exp"": 80, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 6, ""DCMax"": 13, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
311	钳虫	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2040, ""Exp"": 580, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
312	钳虫0	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2040, ""Exp"": 580, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
313	轻甲守卫	"{""Appr"": 97, ""Race"": 19, ""Level"": 55, ""HP"": 7700, ""Exp"": 2150, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 53, ""DCMin"": 50, ""DCMax"": 165, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
314	犬猴魔	"{""Appr"": 97, ""Race"": 19, ""Level"": 55, ""HP"": 7500, ""Exp"": 2300, ""ACMin"": 25, ""ACMax"": 25, ""MAC"": 53, ""DCMin"": 107, ""DCMax"": 124, ""DropTable"": 8}"			pending	pending	identity mapping is separate from display translation	pending-review
315	森林雪人	"{""Appr"": 83, ""Race"": 10, ""Level"": 13, ""HP"": 40, ""Exp"": 40, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 10, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
316	森林雪人0	"{""Appr"": 83, ""Race"": 10, ""Level"": 13, ""HP"": 40, ""Exp"": 40, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 10, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
317	僧侣僵尸	"{""Appr"": 95, ""Race"": 41, ""Level"": 20, ""HP"": 220, ""Exp"": 140, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 5, ""DCMin"": 13, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
318	僧侣僵尸61	"{""Appr"": 95, ""Race"": 41, ""Level"": 20, ""HP"": 1, ""Exp"": 140, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 5, ""DCMin"": 13, ""DCMax"": 24, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
319	沙巴克城门1	"{""Appr"": 110, ""Race"": 98, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 77, ""ACMax"": 77, ""MAC"": 110, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
320	沙巴克城门2	"{""Appr"": 110, ""Race"": 98, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 77, ""ACMax"": 77, ""MAC"": 110, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
321	沙巴克城门3	"{""Appr"": 111, ""Race"": 98, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 77, ""ACMax"": 77, ""MAC"": 110, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
322	沙巴克城门4	"{""Appr"": 111, ""Race"": 98, ""Level"": 100, ""HP"": 1, ""Exp"": 20000, ""ACMin"": 77, ""ACMax"": 77, ""MAC"": 110, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
323	沙鬼	"{""Appr"": 202, ""Race"": 19, ""Level"": 35, ""HP"": 1530, ""Exp"": 370, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
324	沙鬼0	"{""Appr"": 202, ""Race"": 19, ""Level"": 35, ""HP"": 1530, ""Exp"": 370, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
325	沙魔树魔0	"{""Appr"": 206, ""Race"": 19, ""Level"": 35, ""HP"": 500, ""Exp"": 1340, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
326	沙魔鱼魔0	"{""Appr"": 203, ""Race"": 19, ""Level"": 35, ""HP"": 470, ""Exp"": 1310, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
327	沙漠风魔	"{""Appr"": 205, ""Race"": 19, ""Level"": 35, ""HP"": 520, ""Exp"": 1360, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
328	沙漠风魔0	"{""Appr"": 205, ""Race"": 19, ""Level"": 35, ""HP"": 520, ""Exp"": 1360, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
329	沙漠石人	"{""Appr"": 200, ""Race"": 19, ""Level"": 35, ""HP"": 1480, ""Exp"": 320, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
330	沙漠石人0	"{""Appr"": 200, ""Race"": 19, ""Level"": 35, ""HP"": 1480, ""Exp"": 320, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 7, ""DCMin"": 29, ""DCMax"": 48, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
331	沙漠树魔	"{""Appr"": 206, ""Race"": 19, ""Level"": 35, ""HP"": 1500, ""Exp"": 340, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 9, ""DCMin"": 30, ""DCMax"": 43, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
332	沙漠树魔61	"{""Appr"": 206, ""Race"": 19, ""Level"": 35, ""HP"": 1, ""Exp"": 340, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 8, ""DCMin"": 14, ""DCMax"": 20, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
333	沙漠树魔62	"{""Appr"": 206, ""Race"": 19, ""Level"": 35, ""HP"": 1, ""Exp"": 340, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 8, ""DCMin"": 14, ""DCMax"": 20, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
334	沙漠威思而小虫	"{""Appr"": 82, ""Race"": 19, ""Level"": 13, ""HP"": 45, ""Exp"": 45, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 11, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
335	沙漠蜥蜴	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 1460, ""Exp"": 300, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
336	沙漠蜥蜴0	"{""Appr"": 81, ""Race"": 19, ""Level"": 35, ""HP"": 1460, ""Exp"": 300, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
337	沙漠鱼魔	"{""Appr"": 203, ""Race"": 19, ""Level"": 35, ""HP"": 1470, ""Exp"": 310, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 42, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
338	沙漠战士	"{""Appr"": 11, ""Race"": 24, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 220, ""ACMax"": 220, ""MAC"": 220, ""DCMin"": 165, ""DCMax"": 165, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
339	山洞蝙蝠	"{""Appr"": 81, ""Race"": 19, ""Level"": 18, ""HP"": 90, ""Exp"": 90, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 14, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
340	山洞蝙蝠0	"{""Appr"": 81, ""Race"": 19, ""Level"": 18, ""HP"": 90, ""Exp"": 90, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 14, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
341	山洞蝙蝠61	"{""Appr"": 81, ""Race"": 19, ""Level"": 18, ""HP"": 1, ""Exp"": 90, ""ACMin"": 2, ""ACMax"": 2, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 14, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
342	神鬼王	"{""Appr"": 97, ""Race"": 19, ""Level"": 77, ""HP"": 5500, ""Exp"": 2000, ""ACMin"": 18, ""ACMax"": 18, ""MAC"": 50, ""DCMin"": 55, ""DCMax"": 88, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
343	神舰守卫	"{""Appr"": 97, ""Race"": 19, ""Level"": 55, ""HP"": 8700, ""Exp"": 3000, ""ACMin"": 37, ""ACMax"": 37, ""MAC"": 79, ""DCMin"": 165, ""DCMax"": 247, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
344	神兽	"{""Appr"": 113, ""Race"": 54, ""Level"": 160, ""HP"": 1, ""Exp"": 1200, ""ACMin"": 9, ""ACMax"": 9, ""MAC"": 16, ""DCMin"": 6, ""DCMax"": 21, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
345	神兽1	"{""Appr"": 114, ""Race"": 55, ""Level"": 160, ""HP"": 1, ""Exp"": 1800, ""ACMin"": 9, ""ACMax"": 9, ""MAC"": 16, ""DCMin"": 6, ""DCMax"": 21, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
346	圣诞树	"{""Appr"": 209, ""Race"": 19, ""Level"": 120, ""HP"": 10, ""Exp"": 30, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
347	尸王	"{""Appr"": 97, ""Race"": 19, ""Level"": 73, ""HP"": 1500, ""Exp"": 750, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 10, ""DCMin"": 33, ""DCMax"": 55, ""DropTable"": 10}"			pending	pending	identity mapping is separate from display translation	pending-review
348	尸王2	"{""Appr"": 81, ""Race"": 19, ""Level"": 73, ""HP"": 1500, ""Exp"": 750, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 10, ""DCMin"": 38, ""DCMax"": 82, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
349	尸王61	"{""Appr"": 81, ""Race"": 19, ""Level"": 73, ""HP"": 1, ""Exp"": 750, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 10, ""DCMin"": 8, ""DCMax"": 29, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
350	石像狮子	"{""Appr"": 221, ""Race"": 19, ""Level"": 49, ""HP"": 3800, ""Exp"": 1300, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 13, ""DCMin"": 50, ""DCMax"": 60, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
351	石像狮子0	"{""Appr"": 221, ""Race"": 19, ""Level"": 49, ""HP"": 3800, ""Exp"": 1300, ""ACMin"": 11, ""ACMax"": 11, ""MAC"": 13, ""DCMin"": 50, ""DCMax"": 60, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
352	石像狮子96	"{""Appr"": 221, ""Race"": 19, ""Level"": 49, ""HP"": 3800, ""Exp"": 1300, ""ACMin"": 14, ""ACMax"": 14, ""MAC"": 27, ""DCMin"": 50, ""DCMax"": 60, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
353	食人花61	"{""Appr"": 85, ""Race"": 13, ""Level"": 10, ""HP"": 1, ""Exp"": 21, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 2, ""DCMax"": 8, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
354	守卫虫	"{""Appr"": 81, ""Race"": 19, ""Level"": 99, ""HP"": 220, ""Exp"": 560, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 28, ""DCMin"": 77, ""DCMax"": 86, ""DropTable"": 15}"			pending	pending	identity mapping is separate from display translation	pending-review
355	天狼蜘蛛	"{""Appr"": 118, ""Race"": 19, ""Level"": 35, ""HP"": 1470, ""Exp"": 310, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 43, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
356	天狼蜘蛛0	"{""Appr"": 118, ""Race"": 19, ""Level"": 35, ""HP"": 1470, ""Exp"": 310, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 43, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
357	跳跳蜂	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2000, ""Exp"": 520, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
358	跳跳蜂0	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 2000, ""Exp"": 520, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
359	跳跳蜂61	"{""Appr"": 81, ""Race"": 19, ""Level"": 50, ""HP"": 1500, ""Exp"": 520, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
360	投石车	"{""Appr"": 121, ""Race"": 19, ""Level"": 99, ""HP"": 1, ""Exp"": 1000, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 165, ""DCMax"": 220, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
361	图书馆护卫	"{""Appr"": 11, ""Race"": 24, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 220, ""ACMax"": 220, ""MAC"": 220, ""DCMin"": 165, ""DCMax"": 165, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
362	陀大怪	"{""Appr"": 226, ""Race"": 19, ""Level"": 97, ""HP"": 20000, ""Exp"": 12750, ""ACMin"": 66, ""ACMax"": 66, ""MAC"": 114, ""DCMin"": 204, ""DCMax"": 254, ""DropTable"": 12}"			pending	pending	identity mapping is separate from display translation	pending-review
363	威思而小虫	"{""Appr"": 82, ""Race"": 19, ""Level"": 13, ""HP"": 40, ""Exp"": 40, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 1, ""DCMin"": 4, ""DCMax"": 10, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
364	卫士	"{""Appr"": 11, ""Race"": 12, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 110, ""ACMax"": 110, ""MAC"": 110, ""DCMin"": 220, ""DCMax"": 220, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
365	卫士1	"{""Appr"": 11, ""Race"": 24, ""Level"": 150, ""HP"": 1, ""Exp"": 9999, ""ACMin"": 220, ""ACMax"": 220, ""MAC"": 220, ""DCMin"": 165, ""DCMax"": 165, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
366	沃毒蜈蚣61	"{""Appr"": 81, ""Race"": 19, ""Level"": 30, ""HP"": 1, ""Exp"": 200, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 7, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
367	沃毒蜈蚣62	"{""Appr"": 81, ""Race"": 19, ""Level"": 30, ""HP"": 1, ""Exp"": 200, ""ACMin"": 6, ""ACMax"": 6, ""MAC"": 7, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
368	沃玛护卫	"{""Appr"": 97, ""Race"": 19, ""Level"": 73, ""HP"": 1000, ""Exp"": 1000, ""ACMin"": 7, ""ACMax"": 7, ""MAC"": 12, ""DCMin"": 19, ""DCMax"": 40, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
369	沃玛护卫61	"{""Appr"": 97, ""Race"": 19, ""Level"": 73, ""HP"": 1, ""Exp"": 1000, ""ACMin"": 7, ""ACMax"": 7, ""MAC"": 12, ""DCMin"": 19, ""DCMax"": 40, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
370	沃玛教主	"{""Appr"": 92, ""Race"": 21, ""Level"": 90, ""HP"": 8000, ""Exp"": 6000, ""ACMin"": 39, ""ACMax"": 39, ""MAC"": 62, ""DCMin"": 99, ""DCMax"": 143, ""DropTable"": 10}"	65	Uma King	verified-alias	high	identity mapping is separate from display translation	mapped
371	沃玛教主62	"{""Appr"": 92, ""Race"": 21, ""Level"": 80, ""HP"": 1, ""Exp"": 2500, ""ACMin"": 14, ""ACMax"": 14, ""MAC"": 20, ""DCMin"": 77, ""DCMax"": 121, ""DropTable"": 0}"			pending	pending	identity mapping is separate from display translation	pending-review
