hero_kill_map	hero_kill_xy	hero_kill_range	hero_kill_count	hero_kill_monster_name	mapped_zircon_monster_index	mapped_zircon_monster_name	old_respawn	new_respawn	confidence	walkable	hero_kill_walkable	overlap	apply_status	mapping_method	match_status	range_note
D2106	"{""x"": 30, ""y"": 33}"		20	Ice Palace Knight	377	Ice Palace Knight	"{""index"": 7716, ""map"": ""d2106"", ""xy"": {""x"": 30, ""y"": 33}, ""region_index"": 5794, ""region_name"": ""d2106 / Ice Palace Knight Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2106"", ""xy"": {""x"": 30, ""y"": 33}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2106	"{""x"": 30, ""y"": 33}"		20	Ice Palace Mage	376	Ice Palace Mage	"{""index"": 7717, ""map"": ""d2106"", ""xy"": {""x"": 30, ""y"": 33}, ""region_index"": 5795, ""region_name"": ""d2106 / Ice Palace Mage Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2106"", ""xy"": {""x"": 30, ""y"": 33}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
					485	Ice Plain Warrior	"{""index"": 7718, ""map"": ""d2106"", ""xy"": {""x"": 30, ""y"": 33}, ""region_index"": 5796, ""region_name"": ""d2106 / Ice Plain Warrior Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					485	Ice Plain Warrior	"{""index"": 7719, ""map"": ""d2106"", ""xy"": {""x"": 30, ""y"": 33}, ""region_index"": 5797, ""region_name"": ""d2106 / Ice Plain Warrior Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
D2106	"{""x"": 30, ""y"": 33}"		20	Ice Plain Soldier	486	Ice Plain Soldier	"{""index"": 7720, ""map"": ""d2106"", ""xy"": {""x"": 30, ""y"": 33}, ""region_index"": 5798, ""region_name"": ""d2106 / Ice Plain Soldier Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2106"", ""xy"": {""x"": 30, ""y"": 33}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
d2107	"{""x"": 27, ""y"": 28}"		20	Ice Plain Soldier	486	Ice Plain Soldier	"{""index"": 7721, ""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""region_index"": 5799, ""region_name"": ""d2107 / Ice Plain Soldier Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
d2107	"{""x"": 27, ""y"": 28}"		20	Ice Palace Knight	377	Ice Palace Knight	"{""index"": 7722, ""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""region_index"": 5800, ""region_name"": ""d2107 / Ice Palace Knight Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
d2107	"{""x"": 27, ""y"": 28}"		20	Ice Palace Wizard	375	Ice Palace Wizard	"{""index"": 7723, ""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""region_index"": 5801, ""region_name"": ""d2107 / Ice Palace Wizard Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
d2107	"{""x"": 27, ""y"": 28}"		20	Ice Palace Guard	373	Ice Palace Guard	"{""index"": 7724, ""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""region_index"": 5802, ""region_name"": ""d2107 / Ice Palace Guard Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
d2107	"{""x"": 27, ""y"": 28}"		20	Ice Palace Mage	376	Ice Palace Mage	"{""index"": 7725, ""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""region_index"": 5803, ""region_name"": ""d2107 / Ice Palace Mage Spawn"", ""region_size"": 1, ""count"": 20, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""d2107"", ""xy"": {""x"": 27, ""y"": 28}, ""count"": 20, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2201	"{""x"": 200, ""y"": 210}"		250	Heartless Red Lady	466	Heartless Red Lady	"{""index"": 7726, ""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5804, ""region_name"": ""D2201 / Heartless Red Lady Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 250, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2201	"{""x"": 200, ""y"": 210}"		250	Heartless Green Lady	467	Heartless Green Lady	"{""index"": 7727, ""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5805, ""region_name"": ""D2201 / Heartless Green Lady Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 250, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2201	"{""x"": 200, ""y"": 210}"		250	Heartless Guard	464	Heartless Guard	"{""index"": 7728, ""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5806, ""region_name"": ""D2201 / Heartless Guard Spawn"", ""region_size"": 1, ""count"": 250, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2201"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 250, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2204	"{""x"": 200, ""y"": 210}"		200	Heartless Red Lady	466	Heartless Red Lady	"{""index"": 7729, ""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5807, ""region_name"": ""D2204 / Heartless Red Lady Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 200, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2204	"{""x"": 200, ""y"": 210}"		200	Heartless Green Lady	467	Heartless Green Lady	"{""index"": 7730, ""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5808, ""region_name"": ""D2204 / Heartless Green Lady Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 200, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2204	"{""x"": 200, ""y"": 210}"		200	Heartless Guard	464	Heartless Guard	"{""index"": 7731, ""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""region_index"": 5809, ""region_name"": ""D2204 / Heartless Guard Spawn"", ""region_size"": 1, ""count"": 200, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2204"", ""xy"": {""x"": 200, ""y"": 210}, ""count"": 200, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2205	"{""x"": 25, ""y"": 30}"		10	Heartless Red Lady	466	Heartless Red Lady	"{""index"": 7732, ""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""region_index"": 5810, ""region_name"": ""D2205 / Heartless Red Lady Spawn"", ""region_size"": 1, ""count"": 10, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""count"": 10, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2205	"{""x"": 25, ""y"": 30}"		10	Heartless Green Lady	467	Heartless Green Lady	"{""index"": 7733, ""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""region_index"": 5811, ""region_name"": ""D2205 / Heartless Green Lady Spawn"", ""region_size"": 1, ""count"": 10, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""count"": 10, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
D2205	"{""x"": 25, ""y"": 30}"		10	Heartless Guard	464	Heartless Guard	"{""index"": 7734, ""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""region_index"": 5812, ""region_name"": ""D2205 / Heartless Guard Spawn"", ""region_size"": 1, ""count"": 10, ""delay"": 1, ""respawn_index"": 0}"	"{""map"": ""D2205"", ""xy"": {""x"": 25, ""y"": 30}, ""count"": 10, ""range"": null}"	medium	pass	pending	[]	pending-review	hero-kill-plan-exact-coordinate	matched	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7735, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5813, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7736, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5814, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7737, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5815, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7738, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5816, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7739, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5817, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7740, ""map"": ""D006"", ""xy"": {""x"": 81, ""y"": 86}, ""region_index"": 5818, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7741, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5819, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7742, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5820, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7743, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5821, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7744, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5822, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7745, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5823, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7746, ""map"": ""D006"", ""xy"": {""x"": 68, ""y"": 160}, ""region_index"": 5824, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7747, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5825, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7748, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5826, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7749, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5827, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7750, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5828, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7751, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5829, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7752, ""map"": ""D006"", ""xy"": {""x"": 51, ""y"": 217}, ""region_index"": 5830, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7753, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5831, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7754, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5832, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7755, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5833, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7756, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5834, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7757, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5835, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7758, ""map"": ""D006"", ""xy"": {""x"": 128, ""y"": 226}, ""region_index"": 5836, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7759, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5837, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7760, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5838, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7761, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5839, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7762, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5840, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7763, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5841, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7764, ""map"": ""D006"", ""xy"": {""x"": 150, ""y"": 175}, ""region_index"": 5842, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7765, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5843, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7766, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5844, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7767, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5845, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7768, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5846, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7769, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5847, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7770, ""map"": ""D006"", ""xy"": {""x"": 140, ""y"": 96}, ""region_index"": 5848, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7771, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5849, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7772, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5850, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7773, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5851, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7774, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5852, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7775, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5853, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					474	Evil Fallen	"{""index"": 7776, ""map"": ""D006"", ""xy"": {""x"": 206, ""y"": 50}, ""region_index"": 5854, ""region_name"": ""D006 / Evil Fallen Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					477	Evil Punisher	"{""index"": 7777, ""map"": ""D006"", ""xy"": {""x"": 240, ""y"": 160}, ""region_index"": 5855, ""region_name"": ""D006 / Evil Punisher Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
					473	Evil Thunderer	"{""index"": 7778, ""map"": ""D006"", ""xy"": {""x"": 240, ""y"": 160}, ""region_index"": 5856, ""region_name"": ""D006 / Evil Thunderer Spawn"", ""region_size"": 1, ""count"": 100, ""delay"": 1, ""respawn_index"": 0}"		pending	pass	pending	[]	blocked	hero-kill-plan-ambiguous-coordinate	conflict	source plan has count but no radius/range field; do not infer write target
