hero_kill_monster_id	hero_kill_monster_name	legacy_atlas_entry	hero_kill_definition	current_monster_info	zircon_catalog_entry	image_shape_evidence	evidence_status	mapping_is_identity_not_translation
376	沃玛勇士61	"{""index"": 376, ""name"": ""沃玛勇士61"", ""level"": ""25"", ""hp"": ""1"", ""dc"": ""15-25"", ""exp"": ""220"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 376, ""Name"": ""沃玛勇士61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 42, ""Level"": 25, ""HP"": 1, ""Exp"": 220, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 42, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
377	沃玛战将	"{""index"": 377, ""name"": ""沃玛战将"", ""level"": ""25"", ""hp"": ""300"", ""dc"": ""15-25"", ""exp"": ""220"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 377, ""Name"": ""沃玛战将"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 91, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 91, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
378	沃玛战将0	"{""index"": 378, ""name"": ""沃玛战将0"", ""level"": ""25"", ""hp"": ""300"", ""dc"": ""15-25"", ""exp"": ""220"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 378, ""Name"": ""沃玛战将0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 91, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 91, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
379	沃玛战将20	"{""index"": 379, ""name"": ""沃玛战将20"", ""level"": ""25"", ""hp"": ""300"", ""dc"": ""50-50"", ""exp"": ""220"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 379, ""Name"": ""沃玛战将20"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 91, ""Level"": 25, ""HP"": 300, ""Exp"": 220, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 13, ""DCMin"": 50, ""DCMax"": 50, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 91, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
380	沃玛战士	"{""index"": 380, ""name"": ""沃玛战士"", ""level"": ""25"", ""hp"": ""280"", ""dc"": ""15-25"", ""exp"": ""200"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 380, ""Name"": ""沃玛战士"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 41, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 41, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
381	沃玛战士0	"{""index"": 381, ""name"": ""沃玛战士0"", ""level"": ""25"", ""hp"": ""280"", ""dc"": ""15-25"", ""exp"": ""200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 381, ""Name"": ""沃玛战士0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 41, ""Level"": 25, ""HP"": 280, ""Exp"": 200, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 41, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
382	沃玛战士61	"{""index"": 382, ""name"": ""沃玛战士61"", ""level"": ""25"", ""hp"": ""1"", ""dc"": ""15-25"", ""exp"": ""200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 382, ""Name"": ""沃玛战士61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 41, ""Level"": 25, ""HP"": 1, ""Exp"": 200, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 7, ""DCMin"": 15, ""DCMax"": 25, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 41, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
383	蜈蚣	"{""index"": 383, ""name"": ""蜈蚣"", ""level"": ""50"", ""hp"": ""2000"", ""dc"": ""24-36"", ""exp"": ""500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 383, ""Name"": ""蜈蚣"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 66, ""Level"": 50, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 66, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
384	蜈蚣0	"{""index"": 384, ""name"": ""蜈蚣0"", ""level"": ""50"", ""hp"": ""2000"", ""dc"": ""24-36"", ""exp"": ""500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 384, ""Name"": ""蜈蚣0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 66, ""Level"": 50, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 120, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 66, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
385	蜈蚣61	"{""index"": 385, ""name"": ""蜈蚣61"", ""level"": ""60"", ""hp"": ""2000"", ""dc"": ""24-36"", ""exp"": ""500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 385, ""Name"": ""蜈蚣61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 66, ""Level"": 60, ""HP"": 2000, ""Exp"": 500, ""ACMin"": 5, ""ACMax"": 5, ""MAC"": 70, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 66, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
386	武力神将	"{""index"": 386, ""name"": ""武力神将"", ""level"": ""51"", ""hp"": ""4500"", ""dc"": ""60-77"", ""exp"": ""2300"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 386, ""Name"": ""武力神将"", ""Appr"": 222, ""Race"": 19, ""RaceImg"": 161, ""Level"": 51, ""HP"": 4500, ""Exp"": 2300, ""ACMin"": 16, ""ACMax"": 16, ""MAC"": 17, ""DCMin"": 60, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 222, ""race"": 19, ""race_img"": 161, ""library_file"": ""Mon-22.wil"", ""frame"": 2040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
387	武力神将0	"{""index"": 387, ""name"": ""武力神将0"", ""level"": ""51"", ""hp"": ""4500"", ""dc"": ""60-77"", ""exp"": ""2300"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 387, ""Name"": ""武力神将0"", ""Appr"": 222, ""Race"": 19, ""RaceImg"": 161, ""Level"": 51, ""HP"": 4500, ""Exp"": 2300, ""ACMin"": 16, ""ACMax"": 16, ""MAC"": 17, ""DCMin"": 60, ""DCMax"": 77, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 222, ""race"": 19, ""race_img"": 161, ""library_file"": ""Mon-22.wil"", ""frame"": 2040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
388	楔蛾	"{""index"": 388, ""name"": ""楔蛾"", ""level"": ""30"", ""hp"": ""400"", ""dc"": ""22-22"", ""exp"": ""240"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 388, ""Name"": ""楔蛾"", ""Appr"": 105, ""Race"": 52, ""RaceImg"": 75, ""Level"": 30, ""HP"": 400, ""Exp"": 240, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 8, ""DCMin"": 22, ""DCMax"": 22, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 105, ""race"": 52, ""race_img"": 75, ""library_file"": ""Mon-10.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
389	楔蛾93	"{""index"": 389, ""name"": ""楔蛾93"", ""level"": ""30"", ""hp"": ""400"", ""dc"": ""39-39"", ""exp"": ""240"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 389, ""Name"": ""楔蛾93"", ""Appr"": 105, ""Race"": 52, ""RaceImg"": 75, ""Level"": 30, ""HP"": 400, ""Exp"": 240, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 17, ""DCMin"": 39, ""DCMax"": 39, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 105, ""race"": 52, ""race_img"": 75, ""library_file"": ""Mon-10.wil"", ""frame"": 5040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
390	蝎蛇0	"{""index"": 390, ""name"": ""蝎蛇0"", ""level"": ""30"", ""hp"": ""1440"", ""dc"": ""24-36"", ""exp"": ""280"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 390, ""Name"": ""蝎蛇0"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 79, ""Level"": 30, ""HP"": 1440, ""Exp"": 280, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 8, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 79, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
391	蝎子	"{""index"": 391, ""name"": ""蝎子"", ""level"": ""18"", ""hp"": ""95"", ""dc"": ""8-15"", ""exp"": ""95"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 391, ""Name"": ""蝎子"", ""Appr"": 84, ""Race"": 32, ""RaceImg"": 28, ""Level"": 18, ""HP"": 95, ""Exp"": 95, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 15, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 84, ""race"": 32, ""race_img"": 28, ""library_file"": ""Mon-8.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
392	蝎子61	"{""index"": 392, ""name"": ""蝎子61"", ""level"": ""18"", ""hp"": ""1"", ""dc"": ""8-15"", ""exp"": ""95"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 392, ""Name"": ""蝎子61"", ""Appr"": 84, ""Race"": 32, ""RaceImg"": 28, ""Level"": 18, ""HP"": 1, ""Exp"": 95, ""ACMin"": 1, ""ACMax"": 1, ""MAC"": 3, ""DCMin"": 8, ""DCMax"": 15, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 84, ""race"": 32, ""race_img"": 28, ""library_file"": ""Mon-8.wil"", ""frame"": 4040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
393	邪恶毒蛇	"{""index"": 393, ""name"": ""邪恶毒蛇"", ""level"": ""91"", ""hp"": ""19000"", ""dc"": ""76-147"", ""exp"": ""4500"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 393, ""Name"": ""邪恶毒蛇"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 80, ""Level"": 91, ""HP"": 19000, ""Exp"": 4500, ""ACMin"": 60, ""ACMax"": 60, ""MAC"": 100, ""DCMin"": 76, ""DCMax"": 147, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 80, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
394	邪恶钳虫	"{""index"": 394, ""name"": ""邪恶钳虫"", ""level"": ""75"", ""hp"": ""4500"", ""dc"": ""50-100"", ""exp"": ""1250"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 394, ""Name"": ""邪恶钳虫"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 70, ""Level"": 75, ""HP"": 4500, ""Exp"": 1250, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 100, ""DCMin"": 50, ""DCMax"": 100, ""DropTable"": 10, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 70, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
395	邪恶钳虫62	"{""index"": 395, ""name"": ""邪恶钳虫62"", ""level"": ""75"", ""hp"": ""1"", ""dc"": ""27-78"", ""exp"": ""2500"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 395, ""Name"": ""邪恶钳虫62"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 70, ""Level"": 75, ""HP"": 1, ""Exp"": 2500, ""ACMin"": 13, ""ACMax"": 13, ""MAC"": 24, ""DCMin"": 27, ""DCMax"": 78, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 70, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
396	邪恶蜈蚣61	"{""index"": 396, ""name"": ""邪恶蜈蚣61"", ""level"": ""30"", ""hp"": ""1"", ""dc"": ""24-36"", ""exp"": ""200"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 396, ""Name"": ""邪恶蜈蚣61"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 2046, ""Level"": 30, ""HP"": 1, ""Exp"": 200, ""ACMin"": 22, ""ACMax"": 22, ""MAC"": 7, ""DCMin"": 24, ""DCMax"": 36, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 2046, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
397	雄诺玛	"{""index"": 397, ""name"": ""雄诺玛"", ""level"": ""4"", ""hp"": ""450"", ""dc"": ""0-4"", ""exp"": ""250"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 397, ""Name"": ""雄诺玛"", ""Appr"": 52, ""Race"": 11, ""RaceImg"": 174, ""Level"": 4, ""HP"": 450, ""Exp"": 250, ""ACMin"": 0, ""ACMax"": 5, ""MAC"": 10, ""DCMin"": 0, ""DCMax"": 4, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 52, ""race"": 11, ""race_img"": 174, ""library_file"": ""Mon-5.wil"", ""frame"": 2040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
398	雪人	"{""index"": 398, ""name"": ""雪人"", ""level"": ""99"", ""hp"": ""1"", ""dc"": ""0-0"", ""exp"": ""20"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 398, ""Name"": ""雪人"", ""Appr"": 199, ""Race"": 19, ""RaceImg"": 190, ""Level"": 99, ""HP"": 1, ""Exp"": 20, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 220, ""DCMin"": 0, ""DCMax"": 0, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 199, ""race"": 19, ""race_img"": 190, ""library_file"": ""Mon-19.wil"", ""frame"": 9040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
399	血金刚0	"{""index"": 399, ""name"": ""血金刚0"", ""level"": ""40"", ""hp"": ""1620"", ""dc"": ""33-48"", ""exp"": ""460"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 399, ""Name"": ""血金刚0"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 108, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 12, ""DCMin"": 33, ""DCMax"": 48, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 108, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
400	血金刚70	"{""index"": 400, ""name"": ""血金刚70"", ""level"": ""40"", ""hp"": ""1620"", ""dc"": ""100-120"", ""exp"": ""460"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 400, ""Name"": ""血金刚70"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 108, ""Level"": 40, ""HP"": 1620, ""Exp"": 460, ""ACMin"": 40, ""ACMax"": 40, ""MAC"": 65, ""DCMin"": 100, ""DCMax"": 120, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 108, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
401	血巨人0	"{""index"": 401, ""name"": ""血巨人0"", ""level"": ""40"", ""hp"": ""1580"", ""dc"": ""33-47"", ""exp"": ""420"", ""tag"": ""old-only"", ""note"": ""old-only 老版变体（数值微调/活动/强化版），Zircon 无对应""}"	"{""Index"": 401, ""Name"": ""血巨人0"", ""Appr"": 97, ""Race"": 19, ""RaceImg"": 107, ""Level"": 40, ""HP"": 1580, ""Exp"": 420, ""ACMin"": 4, ""ACMax"": 4, ""MAC"": 11, ""DCMin"": 33, ""DCMax"": 47, ""DropTable"": 0, ""tag"": ""old-only"", ""tag_note"": ""老版变体（数值微调/活动/强化版），Zircon 无对应""}"			"{""legacy"": {""appr"": 97, ""race"": 19, ""race_img"": 107, ""library_file"": ""Mon-9.wil"", ""frame"": 7040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-old-only-no-automatic-map	True
402	羊	"{""index"": 402, ""name"": ""羊"", ""level"": ""5"", ""hp"": ""14"", ""dc"": ""0-5"", ""exp"": ""40"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 402, ""Name"": ""羊"", ""Appr"": 52, ""Race"": 19, ""RaceImg"": 58, ""Level"": 5, ""HP"": 14, ""Exp"": 40, ""ACMin"": 0, ""ACMax"": 0, ""MAC"": 0, ""DCMin"": 0, ""DCMax"": 5, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 52, ""race"": 19, ""race_img"": 58, ""library_file"": ""Mon-5.wil"", ""frame"": 2040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
403	夜行鬼	"{""index"": 403, ""name"": ""夜行鬼"", ""level"": ""35"", ""hp"": ""510"", ""dc"": ""29-47"", ""exp"": ""350"", ""tag"": ""unverified"", ""note"": ""unverified 未做全量名映射，有无 Zircon 对应待查""}"	"{""Index"": 403, ""Name"": ""夜行鬼"", ""Appr"": 81, ""Race"": 19, ""RaceImg"": 1, ""Level"": 35, ""HP"": 510, ""Exp"": 350, ""ACMin"": 3, ""ACMax"": 3, ""MAC"": 8, ""DCMin"": 29, ""DCMax"": 47, ""DropTable"": 0, ""tag"": ""unverified"", ""tag_note"": ""未做全量名映射，有无 Zircon 对应待查""}"			"{""legacy"": {""appr"": 81, ""race"": 19, ""race_img"": 1, ""library_file"": ""Mon-8.wil"", ""frame"": 1040, ""note"": ""legacy Appr/frame convention from dat_integrate.py; not a Zircon MonsterImage shape""}, ""current"": null, ""status"": ""current-image-not-in-MonsterLookup""}"	legacy-atlas-unverified	True
